addresskey,metro_dist,rail_dist,bus_dist,parks_dist,monument_dist,sports_dist
460082,357.664647400327,153.169840373358,133.753504626982,176.014771712797,947.419445940215,119.037809119624
656071,8560.45793167632,486.675456541626,58.1377674149945,1119.13477215687,1318.92604027502,212.720473861826
680071,8523.9514897728,528.796747342493,99.9049548320803,1116.33223112596,1315.80680300377,241.629882257969
756081,410.124371380195,380.032893313197,188.509946687171,1184.48043741881,1589.85146104193,197.732142050806
833084,1544.03691665711,1238.27783635176,317.907219169367,24.4908501627846,3226.32109972745,238.606370409509
1046075,660.946291312691,719.956248670709,104.043260233424,1124.24335541833,4313.57654450656,628.4974144736
1463053,1280.57994674288,1233.53232628902,25.0599281722833,438.685845662125,3548.38320922018,100.448992030781
1616082,317.27748107926,151.182009511714,146.540096901838,205.319097653135,911.616241927295,111.233987611701
1870068,1682.1310888275,917.388140320116,172.568826848884,572.023437237535,3315.88604098541,475.681616209834
2511058,131.928010672488,147.868184542856,92.660671268883,1065.98501388468,324.606570586923,48.0577246652231
3105071,8412.79180771758,630.057933844182,77.8267306264371,1079.56342169998,1274.00347496585,322.240894363198
3355053,12.5299640861417,1459.21896917495,62.9364759102383,836.060980132081,1978.75917888953,231.741235001456
4189071,8659.81177624549,377.143208874295,60.7289058027559,1136.17221333145,1337.07998702977,164.201096220458
4693051,2724.78498560895,456.442567909705,39.1116069728885,3246.29505695554,1436.19413740638,521.58964426071
4764051,2563.94190956036,597.32864957237,35.5003605615255,4313.28043647451,1901.23336487931,154.361676591035
4774082,537.670903062459,794.799345747089,63.8905313798532,66.0011098925322,1998.37219882367,90.5386486534848
6302068,216.390850083824,980.836887560822,77.3175271203108,956.630913676245,620.687385510956,94.7048045243746
6307068,265.277213495619,946.183914469063,54.3783044972901,898.567640748854,577.61264921442,151.716841517348
6492075,260.892698249683,268.538637815864,46.1410879802373,611.817540390831,1144.04392870972,191.65072397463
6518082,645.077514722068,1120.40349874498,115.260574352204,49.6498237661705,2268.16974465004,228.019735987918
6846072,4736.99240024723,1075.42828677695,266.480768536868,2170.06624121632,3668.82570554529,154.311373527683
6987075,99.9599919967984,217.469538096718,39.6232255123179,1557.29598927204,3783.60765372383,382.890323722081
7361082,874.002288326524,450.001111109739,140.687597178998,485.417032929501,2177.4867125369,336.276761760294
7545082,142.172430520126,374.733238451035,84.504437753292,582.514635008494,1541.5116952348,79.4040301244213
8074084,400.94014515885,463.538563660026,40.2243707222375,1654.23136664906,4141.34497225032,111.64676439557
8287075,447.669498290923,844.17243481407,20.0763467792324,503.450901900654,1370.27465813928,281.874308336148
8288075,672.54888298175,538.034385518249,60.7453701939498,390.281034949982,943.229724573598,228.895852736567
8354068,142.688471853896,134.766464671297,61.0737259384099,300.380298821657,680.167703216529,161.644672043343
8544051,5278.23229636589,1673.02743982277,53.495928817051,2929.47375353498,1376.2844629339,307.509032712861
8548071,258.118189982806,245.23050381223,136.616250863505,637.043229113992,757.295512003515,231.626364000324
8605075,1097.16817307102,1187.18827487471,148.060798322851,724.684973764047,4934.24157751894,743.769442031588
8693068,1573.89837289446,372.364832120384,56.5498735630374,1454.52131684947,2381.69230070606,382.806645971615
9485058,545.586840017242,628.754324040797,179.011172835664,2216.58152996243,1911.44900519532,376.649704632833
9505051,4982.28731031242,2128.82215379771,19.6642442011003,6678.35699734905,2426.52834694708,1207.40678418669
9708082,309.777339390731,534.438958160799,267.151642330718,288.079401944908,751.07054565142,163.85422118454
10481072,2951.12453142866,80.4549563420427,56.4623768539724,863.017625022926,4769.06516561088,68.8839603971781
