lsoa,index,income,employment,education,health,crime,housing,living,incomedeprivationaffectingchildrenindex,incomedeprivationaffectingolderpeopleindex,lat,lon
E01000285,18.5,0.163,0.116,10.766,-0.189,0.146,25.392,16.464,0.25,0.157,51.64589491,-0.210105887
E01000286,26.187,0.207,0.139,12.776,0.129,0.581,34.36,21.064,0.297,0.225,51.64815029,-0.218368801
E01000287,27.823,0.209,0.14,30.787,0.279,0.654,28.52,15.259,0.283,0.265,51.64406383,-0.214532538
E01000289,40.812,0.318,0.208,25.755,0.268,1.162,40.14,16.893,0.443,0.271,51.64419736,-0.195482696
E01000290,24.45,0.145,0.125,15.752,-0.206,0.796,42.968,12.422,0.156,0.18,51.6413313,-0.2360347
E01000291,35.597,0.265,0.204,25.774,0.259,0.958,37.455,9.876,0.347,0.231,51.64357358,-0.203498821
E01000292,13.383,0.098,0.09,3.462,-0.701,0.653,21.08,17.713,0.127,0.1,51.64948133,-0.203724559
E01000293,8.281,0.058,0.059,1.493,-1.351,0.407,18.693,21.522,0.056,0.09,51.64902526,-0.198792075
E01000294,14.564,0.122,0.111,2.214,0.047,-0.512,25.294,12.391,0.14,0.158,51.64987942,-0.210038921
E01000295,11.784,0.066,0.059,1.465,-1.004,0.276,26.769,37.976,0.042,0.154,51.6015003,-0.188380115
E01000296,13.7,0.102,0.061,3.797,-0.959,0.39,27.284,34.441,0.127,0.19,51.60441162,-0.193192785
E01000297,11.056,0.092,0.063,11.47,-1.051,-0.151,23.457,21.798,0.127,0.205,51.5989386,-0.182209565
E01000298,13.499,0.109,0.056,1.612,-0.862,0.364,26.25,36.242,0.158,0.195,51.60432603,-0.18530747
E01000299,18.136,0.131,0.072,3.96,-0.296,0.702,26.709,40.04,0.159,0.28,51.61388395,-0.178240891
E01000300,12.018,0.1,0.082,1.918,-0.989,-0.027,26.59,21.216,0.086,0.239,51.61447943,-0.183573796
E01000301,6.781,0.057,0.05,1.038,-1.634,0.085,20.638,17.984,0.038,0.1,51.61122908,-0.188368243
E01000302,17.503,0.149,0.098,6.913,-0.059,0.18,27.035,19.79,0.174,0.198,51.61070154,-0.18295642
E01000303,7.29,0.049,0.046,1.473,-0.843,-0.097,29.092,10.884,0.038,0.123,51.6084816,-0.193224205
E01000304,14.711,0.1,0.064,6.452,-0.53,0.207,35.322,23.894,0.124,0.207,51.60618427,-0.197875029
E01000305,29.612,0.192,0.137,16.998,-0.38,0.587,44.498,41.395,0.243,0.287,51.573547,-0.242283088
E01000306,17.095,0.095,0.07,11.173,-0.882,0.545,35.336,33.876,0.077,0.285,51.57855538,-0.235625778
E01000307,23.755,0.144,0.078,19.369,-0.725,1.092,39.627,31.274,0.207,0.263,51.5754225,-0.226986931
E01000308,48.14,0.308,0.206,24.822,0.142,1.86,52.78,36.296,0.411,0.398,51.57782866,-0.248274772
E01000309,13.891,0.085,0.071,3.141,-1.071,0.31,35.215,26.468,0.08,0.18,51.58488731,-0.235348804
E01000310,19.561,0.104,0.071,12.896,-0.492,0.533,41.414,33.051,0.117,0.224,51.57932865,-0.224482083
E01000311,10.156,0.053,0.039,3.057,-1.692,0.781,26.093,24.942,0.042,0.094,51.58141562,-0.218249083
E01000312,26.802,0.199,0.138,12.327,0.125,0.177,42.146,24.428,0.209,0.483,51.58207719,-0.250570687
E01000313,24.556,0.135,0.09,11.782,-0.454,1.129,42.026,34.113,0.193,0.237,51.58057596,-0.239593527
E01000314,12.212,0.064,0.05,2.397,-1.192,0.84,27.699,29.272,0.065,0.121,51.58144016,-0.230128163
E01000315,34.34,0.28,0.192,27.606,0.194,0.78,32.243,15.706,0.316,0.424,51.60758675,-0.165201233
E01000316,21.672,0.163,0.107,4.524,-0.745,0.907,31.642,33.004,0.219,0.265,51.6047758,-0.174956436
E01000317,13.341,0.111,0.074,3.227,-0.569,0.067,24.113,30.195,0.096,0.215,51.6081384,-0.180254958
E01000318,14.019,0.114,0.062,3.823,-0.673,0.789,23.942,22.935,0.14,0.21,51.6101763,-0.171796904
E01000319,9.966,0.088,0.064,1.586,-1.345,0.153,23.682,20.64,0.084,0.151,51.60258763,-0.179351278
E01000320,10.545,0.082,0.067,1.613,-0.902,-0.342,30.431,19.69,0.103,0.12,51.61964134,-0.171853006
E01000321,19.024,0.13,0.112,4.83,-0.107,0.22,26.887,36.35,0.155,0.213,51.62009335,-0.177609553
E01000322,17.706,0.126,0.087,5.747,-0.591,0.207,28.991,42.022,0.179,0.176,51.61665318,-0.170723023
E01000323,22.141,0.141,0.102,3.593,-0.112,0.948,26.641,44.027,0.145,0.248,51.61406603,-0.173938048
E01000324,14.488,0.109,0.1,4.356,-0.448,0.142,23.933,23.071,0.123,0.139,51.6138026,-0.164567005
E01000587,14.862,0.128,0.059,15.65,-0.832,0.146,32.845,15.701,0.125,0.289,51.59432843,-0.269789338
E01000588,24.489,0.207,0.127,20.097,-0.499,0.264,37.36,17.782,0.321,0.236,51.59256976,-0.262581308
E01000590,16.322,0.14,0.079,8.218,-0.549,0.249,32.41,18.865,0.21,0.247,51.59049764,-0.268990501
E01000592,20.091,0.141,0.089,12.595,-0.178,0.792,31.883,20.241,0.185,0.244,51.59742333,-0.268665364
E01001992,7.722,0.044,0.041,0.347,-1.007,0.445,22.61,21.495,0.034,0.091,51.59277014,-0.157343307
E01001994,9.249,0.079,0.047,1.095,-0.683,-0.291,25.303,25.599,0.089,0.131,51.5836232,-0.158864163
E01000479,16.338,0.12,0.08,7.231,-0.699,0.796,29.801,16.948,0.146,0.184,51.56892233,-0.269734798
E01000483,35.01,0.29,0.167,20.937,0.279,0.377,40.752,31.948,0.35,0.399,51.5622082,-0.26577162
E01000497,21.536,0.189,0.118,14.262,-0.395,0.115,32.701,20.978,0.278,0.237,51.56447708,-0.227260217
E01000498,26.036,0.223,0.112,33.903,-0.64,0.002,37.378,23.553,0.351,0.226,51.56858845,-0.242568615
E01000499,28.459,0.257,0.115,24.082,-0.188,0.38,36.355,29.899,0.377,0.251,51.56841337,-0.236222589
E01000501,35.541,0.313,0.183,22.606,0.213,0.382,40.726,16.67,0.396,0.383,51.56327031,-0.234299527
E01000502,27.865,0.201,0.141,20.677,-0.547,0.832,39.334,22.219,0.247,0.232,51.56042589,-0.240824247
E01000503,25.218,0.194,0.127,17.571,-0.317,0.851,32.664,21.334,0.291,0.217,51.55976648,-0.231529118
E01000509,35.326,0.244,0.128,28.814,-0.373,1.826,39.094,27.007,0.494,0.235,51.56195928,-0.249978396
E01000510,31.621,0.225,0.117,18.891,-0.286,1.606,36.162,31.662,0.339,0.306,51.55954711,-0.247414341
E01000513,15.851,0.106,0.067,18.445,-0.863,0.484,30.7,21.887,0.126,0.17,51.58461983,-0.25279423
E01000514,13.971,0.118,0.072,9.074,-0.855,-0.15,32.581,18.828,0.172,0.208,51.58424725,-0.258467572
E01000515,26.927,0.193,0.122,19.818,-0.414,0.836,38.495,27.179,0.217,0.347,51.58407174,-0.268885509
E01000516,18.004,0.131,0.082,15.889,-0.66,0.432,31.328,25.668,0.2,0.183,51.5884578,-0.256156111
E01000518,23.679,0.158,0.099,14.553,-0.12,1.088,32.071,26.04,0.171,0.307,51.58039238,-0.261029904
E01000519,20.301,0.147,0.086,13.078,-0.478,0.804,35.16,20.465,0.181,0.281,51.57697733,-0.269693182
E01000520,20.458,0.14,0.085,13.287,-0.048,0.519,34.611,26.084,0.153,0.269,51.58737387,-0.264313521
E01000553,29.578,0.215,0.134,23.81,0.137,0.541,36.475,34.019,0.286,0.34,51.55827732,-0.220110157
E01000622,29.676,0.171,0.111,19.222,-0.209,1.073,45.78,35.96,0.224,0.33,51.56756683,-0.254399341
E01000623,15.843,0.104,0.072,15.287,-0.593,0.456,29.678,23.114,0.121,0.212,51.5723559,-0.265073788
E01000624,17.184,0.136,0.078,14.891,-0.765,0.315,35.588,15.071,0.171,0.179,51.57317804,-0.256489609
E01000625,21.638,0.151,0.092,17.931,-0.399,0.65,36.415,23.102,0.151,0.312,51.56790041,-0.263053261
E01000626,40.994,0.308,0.205,24.963,0.554,0.868,43.679,21.965,0.359,0.423,51.56167629,-0.26089414
E01000627,40.559,0.278,0.175,33.544,0.109,1.026,44.078,41.231,0.412,0.246,51.56113934,-0.256089545
E01000629,19.056,0.131,0.087,18.717,-0.507,0.534,34.542,17.178,0.206,0.204,51.57558849,-0.259410467
E01000884,7.896,0.042,0.049,0.667,-1.22,0.328,17.477,32.088,0.027,0.056,51.5598943,-0.191388752
E01000885,8.814,0.041,0.032,9.789,-1.14,0.041,23.247,33.018,0.028,0.081,51.55853879,-0.184681642
E01000893,8.558,0.04,0.047,0.907,-1.237,0.391,16.821,37.861,0.031,0.063,51.56016742,-0.167015431
E01000899,7.462,0.017,0.016,1.968,-1.819,0.543,14.133,37.684,0.015,0.038,51.56440433,-0.179642859
E01001422,6.351,0.03,0.021,1.942,-1.701,-0.482,36.807,7.291,0.036,0.051,51.66459984,-0.173272674
E01023543,25.925,0.195,0.14,35.736,0.24,-0.587,36.013,7.525,0.273,0.224,51.64546089,-0.257063462
E01023546,17.417,0.152,0.12,20.749,-0.227,-0.194,20.927,8.578,0.178,0.211,51.6562237,-0.255037609
E01023547,23.913,0.181,0.139,30.318,0.179,0.276,23.231,13.487,0.247,0.226,51.65140365,-0.254785701
E01023584,19.025,0.122,0.082,21.506,-0.422,-0.221,40.217,21.747,0.157,0.169,51.69456824,-0.242268898
E01033464,30.884,0.255,0.161,29.971,-0.585,0.62,36.632,21.346,0.371,0.223,51.56471657,-0.245098559
E01033572,22.034,0.214,0.096,14.598,-0.878,0.448,32.876,25.954,0.381,0.19,51.59313421,-0.241899055
E01033573,19.982,0.126,0.051,5.689,-0.759,-0.736,49.952,48.994,0.355,0.396,51.59521445,-0.243556702
E01000007,42.513,0.3,0.202,9.471,0.251,1.156,54.628,34.438,0.38,0.356,51.54043892,0.077080515
E01000008,38.339,0.29,0.17,27.271,0.289,0.526,49.738,26.95,0.368,0.423,51.54012003,0.069644824
E01000010,30.914,0.197,0.078,13.277,0.139,1.111,51.245,38.231,0.317,0.494,51.53690893,0.07816319
E01000011,30.071,0.203,0.102,20.128,-0.04,0.838,48.123,31.691,0.295,0.392,51.54307985,0.08069468
E01000012,36.91,0.263,0.124,20.676,-0.114,0.915,52.981,44.706,0.346,0.395,51.54297322,0.073757116
E01000051,42.699,0.327,0.196,29.678,0.537,0.544,48.16,27.814,0.408,0.479,51.53428877,0.082309334
E01003582,35.626,0.25,0.155,28.611,0.168,0.902,42.677,32.327,0.308,0.385,51.55110938,0.062625409
E01003573,26.314,0.178,0.102,21.534,0.169,0.385,42.91,25.802,0.181,0.449,51.54045803,0.030517352
E01003574,29.044,0.194,0.11,17.576,0.056,0.627,42.485,42.207,0.214,0.464,51.53888173,0.02553957
E01003575,32.083,0.228,0.129,28.073,0.092,1,39.942,26.146,0.269,0.349,51.54715728,0.058511895
E01003576,43.204,0.266,0.19,22.55,0.661,1.385,48.174,33.533,0.26,0.513,51.55479923,0.061013148
E01003577,53.806,0.389,0.24,24.832,0.917,1.152,52.432,26.872,0.474,0.513,51.55300168,0.065330601
E01003578,34.496,0.21,0.107,27.335,0.186,1.197,46.567,39.247,0.293,0.415,51.55815392,0.050768622
E01003579,31.545,0.21,0.129,28.981,-0.064,0.754,40.778,37.842,0.228,0.428,51.54973243,0.055503123
E01003580,37.747,0.249,0.16,26.966,-0.09,1.222,44.528,39.099,0.275,0.278,51.54723779,0.065775587
E01003581,32.217,0.202,0.117,25.118,-0.029,1.047,45.187,35.658,0.265,0.368,51.55234394,0.057686525
E01003583,31.101,0.202,0.122,20.446,0.414,0.719,41.711,36.752,0.246,0.327,51.54948496,0.060368284
E01003584,30.102,0.2,0.137,14.471,0.119,1.223,35.579,30.442,0.229,0.359,51.55191091,0.038989223
E01003585,32.167,0.237,0.129,30.234,0.224,0.476,43.279,28.154,0.262,0.456,51.54955134,0.052392485
E01003586,29.711,0.193,0.123,23.932,-0.107,0.683,41.492,38.432,0.228,0.395,51.54760584,0.040734349
E01003587,30.961,0.22,0.119,16.036,0.269,0.738,45.762,31.352,0.263,0.574,51.54853604,0.045756176
E01003588,29.616,0.212,0.117,20.059,0.099,0.364,46.626,31.472,0.253,0.412,51.54566815,0.044501456
E01003589,27.8,0.216,0.103,18.314,0.095,0.537,42.447,28.512,0.259,0.414,51.54401374,0.045748041
E01003590,48.171,0.307,0.199,23.945,1.074,1.615,46.11,32.107,0.306,0.527,51.55373542,0.045951743
E01003591,37.424,0.24,0.142,25.697,0.397,0.716,48.372,46.228,0.32,0.489,51.5512307,0.04896648
E01003592,32.614,0.204,0.117,21.167,0.306,1.392,39.117,32.533,0.262,0.344,51.53200157,0.026045907
E01003593,35.722,0.28,0.19,18.017,0.598,0.131,43.625,23.688,0.353,0.37,51.52972735,0.016232813
E01003594,35.58,0.243,0.163,18.478,0.564,0.889,41.077,35.407,0.304,0.445,51.52767059,0.02074545
E01003595,36.894,0.254,0.15,20.266,0.793,0.956,42.288,32.826,0.294,0.455,51.52919088,0.022124204
E01003596,29.798,0.202,0.111,16.764,0.378,0.942,40.082,32.515,0.255,0.447,51.53605698,0.022114854
E01003496,32.694,0.215,0.167,16.731,0.28,0.915,43.329,23.371,0.333,0.432,51.52779055,0.008908464
E01003752,14.337,0.108,0.072,3.873,-0.547,0.294,34.237,16.001,0.149,0.224,51.57362725,0.074833562
E01003755,14.012,0.13,0.076,10.088,-1.086,0.275,27.491,14.613,0.136,0.264,51.5715614,0.08237923
E01003526,31.536,0.188,0.124,20.936,0.329,0.698,45.586,38.458,0.206,0.428,51.53108409,0.052291102
E01003551,35.372,0.212,0.141,18.127,0.925,0.889,45.09,32.958,0.277,0.387,51.54437469,0.018177858
E01003556,42.069,0.21,0.142,25.685,0.624,1.733,46.465,51.989,0.267,0.42,51.5478043,0.026792254
E01003569,32.241,0.197,0.099,19.461,0.021,1.276,48.105,35.265,0.228,0.517,51.53705194,0.032618531
E01003512,41.75,0.26,0.187,29.731,0.651,1.778,34.801,30.479,0.328,0.385,51.51312378,0.030708303
E01003522,31.085,0.194,0.12,19.878,0.154,0.772,43.94,41.577,0.228,0.43,51.53553803,0.048569616
E01003479,34.002,0.189,0.135,18.151,-0.034,1.404,50.076,27.958,0.236,0.281,51.51184042,0.052057489
E01003481,31.576,0.202,0.124,21.782,0.577,0.216,53.107,20.25,0.222,0.466,51.50939579,0.057765995
E01003483,40.178,0.285,0.194,32.141,0.71,0.684,44.29,21.305,0.311,0.599,51.5186045,0.047153922
E01003484,21.19,0.152,0.083,12.137,0.082,0.391,37.22,25.937,0.221,0.412,51.51770956,0.053721974
E01003485,27.592,0.174,0.104,16.055,0.159,1.196,39.282,23.955,0.24,0.347,51.51527826,0.049827467
E01003486,57.072,0.412,0.258,26.67,1.341,1.333,44.308,22.17,0.425,0.641,51.51488739,0.059068076
E01003487,44.846,0.332,0.232,29.331,1.109,0.371,41.581,20.362,0.387,0.689,51.51394991,0.066785623
E01003488,49.601,0.354,0.227,32.485,0.684,1.342,45.848,23.337,0.417,0.523,51.53413109,0.041608477
E01003489,38.517,0.279,0.15,30.334,0.541,0.798,48.452,25.355,0.308,0.578,51.53386696,0.038063876
E01003490,35.535,0.236,0.136,26.009,-0.001,1.282,44.926,31.556,0.294,0.388,51.53448674,0.044033315
E01003491,30.862,0.208,0.106,18.78,-0.168,1.099,44.22,38.351,0.216,0.543,51.5329967,0.035070386
E01003492,26.567,0.164,0.091,18.21,-0.36,1.112,38.981,38.163,0.206,0.304,51.52898516,0.041238093
E01003493,29.337,0.18,0.112,21.404,0.036,1.063,41.243,31.627,0.223,0.362,51.53028008,0.043420356
E01003494,24.638,0.156,0.088,19.877,-0.398,1.174,32.235,35.559,0.228,0.255,51.52663143,0.041086322
E01003495,20.38,0.135,0.081,15.222,-0.436,0.93,29.211,31.332,0.207,0.189,51.52690669,0.045859762
E01003498,36.236,0.253,0.169,23.365,0.338,1.02,43.343,24.849,0.338,0.411,51.52554994,0.015723963
E01003499,44.326,0.293,0.19,26.966,0.627,1.227,48.195,35.015,0.356,0.442,51.52369485,0.021965483
E01003501,39.712,0.294,0.185,28.034,0.33,1.03,41.653,28.702,0.39,0.454,51.52210688,0.016154322
E01003502,41.562,0.288,0.15,25.595,0.482,1.458,42.936,40.408,0.43,0.514,51.51906928,0.013728932
E01003503,56.389,0.358,0.272,25.08,0.88,1.96,45.417,35.485,0.394,0.501,51.51773719,0.01103467
E01003507,35.71,0.223,0.155,22.315,0.584,1.122,36.118,41.756,0.277,0.362,51.52079854,0.024531597
E01003508,41.585,0.274,0.151,27.939,0.42,1.574,44.357,37.298,0.365,0.485,51.51826829,0.019636666
E01003509,39.572,0.261,0.16,27.075,0.315,0.847,39.359,60.569,0.364,0.39,51.51867827,0.022086109
E01003511,45.214,0.332,0.182,32.203,0.784,1.129,47.122,22.517,0.414,0.406,51.51482987,0.019876795
E01003513,24.81,0.14,0.088,15.085,-0.394,1.212,42.989,24.227,0.198,0.254,51.51204122,0.044828407
E01003514,43.816,0.26,0.201,26.629,1.159,1.562,40.009,20.73,0.316,0.403,51.51216036,0.038906741
E01003515,53.416,0.367,0.216,26.115,1.128,2.069,43.603,28.645,0.467,0.509,51.50890712,0.032630629
E01003516,45.982,0.328,0.206,30.121,0.713,1.251,43.478,28.415,0.406,0.549,51.5164932,0.035619779
E01003517,50.894,0.364,0.203,23.667,1.32,1.899,36.462,27.159,0.466,0.822,51.51495944,0.026074054
E01003518,24.167,0.157,0.094,15.334,-0.134,0.958,39.168,23.809,0.254,0.214,51.51586587,0.040159285
E01003519,33.298,0.19,0.137,25.243,0.577,1.196,38.233,30.345,0.282,0.349,51.51464009,0.03452525
E01003520,30.616,0.179,0.082,19.845,-0.026,1.67,44.762,28.724,0.237,0.48,51.53772784,0.04992062
E01003521,33.546,0.129,0.077,22.788,-0.092,1.637,48.017,59.155,0.178,0.313,51.53522124,0.05378221
E01003523,35.207,0.231,0.147,21.69,0.453,0.998,42.828,35.591,0.302,0.391,51.53102727,0.056613321
E01003524,33.082,0.202,0.113,28.805,-0.056,0.877,44.897,46.884,0.303,0.333,51.53326894,0.046476671
E01003525,31.647,0.181,0.079,20.351,-0.337,1.44,45.674,48.48,0.234,0.355,51.53246594,0.05022069
E01003527,25.413,0.137,0.096,17.21,-0.267,1.395,31.509,36.969,0.162,0.214,51.52808671,0.051156649
E01003528,35.293,0.269,0.151,21.804,0.541,0.599,47.117,20.701,0.295,0.548,51.54504888,0.059856101
E01003529,25.301,0.163,0.086,18.268,-0.041,0.454,44.839,34.499,0.179,0.441,51.54357062,0.051616625
E01003530,23.645,0.17,0.093,15.49,-0.089,0.409,40.843,28.732,0.21,0.424,51.54332116,0.057403969
E01003531,31.263,0.203,0.109,15.132,-0.072,1.27,44.639,36.112,0.26,0.523,51.5406828,0.047244304
E01003532,28.621,0.176,0.099,15.808,-0.023,1.096,38.727,44.207,0.203,0.392,51.54128313,0.053598548
E01003533,29.783,0.211,0.123,18.31,0.141,0.612,41.012,37.633,0.27,0.39,51.53934463,0.04296051
E01003534,30.328,0.2,0.122,21.085,-0.009,0.532,44.596,40.605,0.25,0.349,51.54630562,0.05202209
E01003535,48.924,0.327,0.213,42.281,0.96,0.896,48.195,29.499,0.383,0.494,51.52755522,0.070911478
E01003536,30.968,0.218,0.11,24.314,0.103,1.114,35.239,38.659,0.29,0.307,51.52474613,0.064043149
E01003537,26.991,0.181,0.105,17.443,-0.074,1.109,32.722,37.013,0.264,0.295,51.52524878,0.051622873
E01003538,35.946,0.262,0.153,24.7,0.432,0.747,42.667,34.193,0.345,0.385,51.52371374,0.054927321
E01003539,29.311,0.212,0.113,21.838,0.13,0.907,36.152,34.128,0.3,0.336,51.52262973,0.043330324
E01003540,42.199,0.252,0.169,30.928,0.911,1.14,45.99,36.572,0.325,0.338,51.5219214,0.058923514
E01003541,26.324,0.192,0.102,21.211,-0.146,0.454,41.426,31.086,0.268,0.211,51.52119032,0.050029755
E01003542,40.136,0.272,0.181,30.9,0.581,0.973,42.095,33.266,0.295,0.467,51.52756054,0.060053301
E01003543,23.055,0.169,0.109,12.043,-0.277,0.73,35.857,24.846,0.223,0.314,51.55239752,0.02767719
E01003544,33.422,0.206,0.124,24.568,0.268,1.267,38.742,38.128,0.327,0.328,51.55135324,0.018868775
E01003545,35.52,0.219,0.147,24.531,0.532,1.371,39.875,26.758,0.311,0.341,51.55000148,0.015889737
E01003546,34.465,0.241,0.149,18.25,0.241,1.214,42.916,25.648,0.292,0.428,51.55195743,0.022079132
E01003547,20.815,0.133,0.114,9.976,-0.081,0.785,28.735,24.401,0.145,0.208,51.55246855,0.032694092
E01003549,31.068,0.166,0.113,16.378,0.459,1.407,41.49,29.324,0.251,0.371,51.54813344,0.010537979
E01003550,29.268,0.211,0.13,18.783,0.432,0.451,38.447,30.846,0.305,0.454,51.55449365,0.022592739
E01003552,30.888,0.218,0.139,16.542,0.209,0.666,40.611,36.653,0.239,0.445,51.54271235,0.020792247
E01003553,38.949,0.261,0.166,15.316,0.613,1.235,44.254,36.87,0.378,0.4,51.54491223,0.012981379
E01003781,21.779,0.169,0.106,8.558,-0.214,0.825,29.602,26.17,0.159,0.335,51.56409705,0.07097067
E01003554,23.998,0.151,0.102,12.215,-0.06,0.822,33.237,38.922,0.224,0.291,51.54196853,0.013772257
E01003555,27.477,0.165,0.108,15.415,-0.018,1.241,35.77,35.095,0.222,0.366,51.54906992,0.031572845
E01003557,40.081,0.228,0.167,16.622,0.43,1.595,48.142,37.995,0.243,0.539,51.54716119,0.018150032
E01003558,42.439,0.245,0.178,24.522,0.938,1.158,46.37,40.455,0.272,0.54,51.5452419,0.023682217
E01003560,26.598,0.174,0.116,22.342,-0.186,0.456,43.48,27.696,0.227,0.375,51.5445975,0.039225378
E01003561,25.59,0.158,0.094,19.574,-0.109,0.666,44.35,29.261,0.198,0.365,51.54509347,0.035810108
E01003562,28.256,0.177,0.114,18.628,-0.203,0.877,45.283,29.445,0.221,0.393,51.54241086,0.035438428
E01003563,29.242,0.194,0.116,26.618,-0.082,0.66,44.476,28.56,0.238,0.329,51.54229997,0.040236447
E01003564,31.601,0.202,0.126,19.932,0.149,1.053,45.532,27.049,0.263,0.449,51.54009376,0.036076504
E01003565,28.174,0.183,0.093,18.368,0.209,0.554,45.399,37.748,0.21,0.478,51.53780901,0.04016381
E01003566,35.608,0.206,0.127,25.072,0.302,1.168,47.378,39.147,0.233,0.537,51.53749614,0.036029806
E01003793,26.454,0.185,0.127,15.097,0.144,0.64,32.969,34.777,0.243,0.306,51.56198879,0.030408833
E01003567,32.586,0.25,0.13,23.514,0.15,0.492,45.965,30.093,0.333,0.496,51.54616712,0.034058171
E01003795,9.5,0.04,0.057,2.531,-0.918,0.727,22.395,20.926,0.031,0.079,51.57461284,0.037577633
E01003796,11.703,0.07,0.06,3.193,-0.95,0.783,25.726,20.179,0.078,0.1,51.57448361,0.032860638
E01003568,26.189,0.189,0.101,17.461,0.037,0.657,40.03,29.158,0.236,0.462,51.53550007,0.029496389
E01003570,32.66,0.23,0.131,24.692,0.12,0.514,45.939,36.157,0.306,0.429,51.54528383,0.028940625
E01003571,29.559,0.207,0.122,20.956,0.143,0.396,45.96,28.645,0.274,0.43,51.54298713,0.02962968
E01003572,30.491,0.223,0.138,19.963,0.263,0.385,41.196,32.846,0.242,0.547,51.54151837,0.025121348
E01003597,27.29,0.179,0.121,17.442,-0.046,0.897,40.826,24.09,0.172,0.468,51.53493873,0.024667417
E01003598,38.189,0.307,0.183,19.395,0.352,0.424,45.042,33.336,0.373,0.429,51.53382918,0.020755777
E01003599,35.538,0.244,0.139,23.059,0.3,1.104,46.02,28.484,0.284,0.515,51.53235418,0.031075697
E01003600,39.845,0.287,0.174,27.026,0.419,1.145,43.261,28.671,0.317,0.432,51.5315943,0.020881769
E01003601,39.597,0.281,0.179,25.954,0.589,1.258,35.118,34.263,0.387,0.351,51.52170611,0.032450017
E01003602,26.909,0.171,0.109,19.883,0.266,0.625,38.522,33.067,0.221,0.344,51.52454137,0.027594519
E01003603,27.808,0.211,0.11,22.284,0.12,0.556,35.198,36.105,0.312,0.312,51.52409434,0.037338888
E01003604,35.035,0.234,0.138,26.543,0.452,1.095,37.597,37.772,0.324,0.302,51.51867198,0.03217354
E01003605,30.296,0.222,0.122,24.815,0.09,0.448,42.358,33.73,0.257,0.449,51.52872339,0.035604337
E01003606,32.704,0.195,0.116,27.758,0.181,1.3,36.426,41.295,0.279,0.325,51.52927897,0.031353821
E01003607,36.504,0.25,0.145,16.794,0.463,1.122,43.761,38.817,0.334,0.527,51.52768611,0.026876496
E01003608,24.984,0.139,0.091,12.591,-0.234,1.088,34.091,47.53,0.198,0.205,51.52569794,0.033861777
E01003609,28.967,0.242,0.135,12.989,0.386,0.358,38.211,25.269,0.369,0.342,51.50087874,0.044042508
E01003621,24.92,0.161,0.082,26.06,0.14,0.365,39.724,33.01,0.21,0.276,51.53497537,0.061069196
E01003622,38.486,0.209,0.165,31.223,0.284,1.335,44.972,37.086,0.229,0.463,51.53543736,0.065720187
E01003623,39.653,0.284,0.165,31.036,0.692,0.884,43.305,28.974,0.337,0.421,51.53187998,0.06721748
E01003624,35.951,0.271,0.164,25.703,0.343,0.866,37.729,33.174,0.374,0.336,51.53081379,0.061215204
